id,date,store_nbr,family,sales,onpromotion,city,state,type,cluster,transactions,dcoilwtico,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend,quarter,has_promotion,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28,avg_daily_sales_7,avg_daily_sales_14,supplier_lead_time,simulated_stock_on_hand,reorder_point,days_until_stockout,stockout_risk_flag,reorder_urgency_score,forecast_next_day_sales,forecast_next_7_days,recommended_action,priority_score,priority_rank
2999106,2017-08-15,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,0,1.0,4.0,5.0,4.142857142857143,4.785714285714286,5.0,3.287784027201884,2.867441755680872,4.142857142857143,4.785714285714286,4.0,48.0,23.0,11.586206896551722,0,-25.0,4.142857142857143,29.000000000000004,Safe,0.0,13074.0
2999108,2017-08-15,1,BEAUTY,4.0,1,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,6.0,2.0,4.0,3.857142857142857,3.928571428571429,3.2857142857142856,3.236694374850752,2.1231901723436177,3.857142857142857,3.928571428571429,4.0,39.0,19.0,10.11111111111111,0,-20.0,3.857142857142857,27.0,Safe,0.0,13074.0
2999109,2017-08-15,1,BEVERAGES,1942.0,11,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,2201.0,2418.0,2627.0,1825.0,1979.2857142857144,2064.285714285714,680.2849892998258,559.7075861649364,1825.0,1979.2857142857144,4.0,19793.0,9501.0,10.845479452054796,0,-10292.0,1825.0,12775.0,Safe,0.0,13074.0
2999111,2017-08-15,1,BREAD/BAKERY,329.54102,8,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,346.038,361.412,373.70898,292.78914285714285,304.51842714285715,321.1232864285715,117.51977954289028,95.10224156921797,292.78914285714285,304.51842714285715,4.0,3045.0,1462.0,10.399975799258756,0,-1583.0,292.78914285714285,2049.524,Safe,0.0,13074.0
2999112,2017-08-15,1,CELEBRATION,21.0,0,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,0,4.0,11.0,11.0,7.428571428571429,9.714285714285714,12.285714285714286,5.912053869203868,8.914645224062637,7.428571428571429,9.714285714285714,4.0,97.0,47.0,13.057692307692308,0,-50.0,7.428571428571429,52.0,Safe,0.0,13074.0
2999113,2017-08-15,1,CLEANING,703.0,10,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,571.0,767.0,867.0,506.57142857142856,580.1428571428571,616.5,221.46772311321376,211.7569361319714,506.57142857142856,580.1428571428571,5.0,5801.0,3481.0,11.451494641849973,0,-2320.0,506.57142857142856,3546.0,Safe,0.0,13074.0
2999114,2017-08-15,1,DAIRY,602.0,19,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,699.0,569.0,668.0,561.1428571428571,606.1428571428571,642.8214285714286,198.95177688025183,172.93331053958516,561.1428571428571,606.1428571428571,3.0,6061.0,2182.0,10.801171079429736,0,-3879.0,561.1428571428571,3928.0,Safe,0.0,13074.0
2999115,2017-08-15,1,DELI,116.402,5,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,154.578,130.678,133.588,108.58185714285716,116.06314285714286,125.4117857142857,39.874681292053616,39.89167158726794,108.58185714285716,116.06314285714286,4.0,1161.0,557.0,10.692394020048074,0,-604.0,108.58185714285716,760.0730000000001,Safe,0.0,13074.0
2999116,2017-08-15,1,EGGS,131.0,0,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,0,170.0,130.0,161.0,115.28571428571428,124.64285714285714,131.39285714285714,35.31153865105154,33.08388808458953,115.28571428571428,124.64285714285714,4.0,1246.0,598.0,10.807930607187112,0,-648.0,115.28571428571428,807.0,Safe,0.0,13074.0
2999117,2017-08-15,1,FROZEN FOODS,89.0,1,Quito,Pichincha,D,13,1693.0,47.57,1,2017,8,15,1,33,0,3,1,110.0,134.287,144.126,112.15714142857144,124.11614214285714,126.28746410714288,44.453875754926685,40.96662171511063,112.15714142857144,124.11614214285714,4.0,1241.0,596.0,11.06483264634865,0,-645.0,112.15714142857144,785.09999,Safe,0.0,13074.0
