id,date,store_nbr,family,sales,onpromotion,city,state,type,cluster,transactions,dcoilwtico,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend,quarter,has_promotion,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28,avg_daily_sales_7,avg_daily_sales_14,supplier_lead_time,simulated_stock_on_hand,reorder_point,days_until_stockout,stockout_risk_flag,reorder_urgency_score,forecast_next_day_sales,forecast_next_7_days,recommended_action,priority_score,priority_rank
2999723,2017-08-15,26,MAGAZINES,0.0,0,Guayaquil,Guayas,D,10,534.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.2857142857142857,0.1428571428571428,0.2142857142857142,0.4879500364742637,0.4986754943620635,0.2857142857142857,0.1428571428571428,4.0,1.0,1.0,3.5,1,0.0,0.2857142857142857,2.0,Reorder now,3.5,1.0
2999948,2017-08-15,32,HOME APPLIANCES,0.0,0,Guayaquil,Guayas,C,3,615.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,1.0,0.0,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.4879500364742665,0.2622652641564805,0.2857142857142857,0.1428571428571428,4.0,1.0,1.0,3.5,1,0.0,0.2857142857142857,2.0,Reorder now,3.5,1.0
2999605,2017-08-15,23,BOOKS,0.0,0,Ambato,Tungurahua,D,9,946.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.7559289460184557,0.3779644730092284,0.2857142857142857,0.1428571428571428,4.0,1.0,1.0,3.5,1,0.0,0.2857142857142857,2.0,Reorder now,3.5,1.0
3000325,2017-08-15,42,SCHOOL AND OFFICE SUPPLIES,1.0,0,Cuenca,Azuay,D,2,995.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.4285714285714285,0.2142857142857142,0.1428571428571428,0.5345224838248475,0.3563483225499052,0.4285714285714285,0.2142857142857142,4.0,2.0,1.0,4.666666666666667,1,-1.0,0.4285714285714285,2.9999999999999996,Reorder soon,2.333333333333333,3.0
2999879,2017-08-15,30,HARDWARE,0.0,0,Guayaquil,Guayas,C,3,825.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,0.0,0.0,0.4285714285714285,0.2142857142857142,0.2857142857142857,0.7867957924694453,0.5998236072282961,0.4285714285714285,0.2142857142857142,4.0,2.0,1.0,4.666666666666667,1,-1.0,0.4285714285714285,2.9999999999999996,Reorder soon,2.333333333333333,3.0
2999952,2017-08-15,32,LINGERIE,1.0,0,Guayaquil,Guayas,C,3,615.0,47.57,1,2017,8,15,1,33,0,3,0,2.0,0.0,0.0,0.8571428571428571,0.4285714285714285,0.3928571428571428,0.8997354108424452,0.7859547491585359,0.8571428571428571,0.4285714285714285,4.0,4.0,2.0,4.666666666666667,1,-2.0,0.8571428571428571,6.0,Reorder soon,2.333333333333333,3.0
2999884,2017-08-15,30,LADIESWEAR,0.0,0,Guayaquil,Guayas,C,3,825.0,47.57,1,2017,8,15,1,33,0,3,0,0.0,3.0,0.0,1.4285714285714286,0.7142857142857143,0.5357142857142857,2.299068134204441,1.3466595945123112,1.4285714285714286,0.7142857142857143,4.0,7.0,3.0,4.9,1,-4.0,1.4285714285714286,10.0,Reorder soon,2.0999999999999996,7.0
2999269,2017-08-15,13,SCHOOL AND OFFICE SUPPLIES,7.0,6,Latacunga,Cotopaxi,C,15,842.0,47.57,1,2017,8,15,1,33,0,3,1,28.0,5.0,0.0,9.428571428571429,4.714285714285714,2.357142857142857,9.271050693011064,6.032101075599066,9.428571428571429,4.714285714285714,4.0,47.0,23.0,4.984848484848484,1,-24.0,9.428571428571429,66.0,Reorder soon,2.0151515151515156,61.0
2999335,2017-08-15,15,SCHOOL AND OFFICE SUPPLIES,3.0,3,Ibarra,Imbabura,C,15,1320.0,47.57,1,2017,8,15,1,33,0,3,1,15.0,0.0,0.0,9.428571428571429,4.714285714285714,2.357142857142857,9.144345117013442,5.988966928254399,9.428571428571429,4.714285714285714,4.0,47.0,23.0,4.984848484848484,1,-24.0,9.428571428571429,66.0,Reorder soon,2.0151515151515156,61.0
2999170,2017-08-15,10,SCHOOL AND OFFICE SUPPLIES,18.0,3,Quito,Pichincha,C,15,1010.0,47.57,1,2017,8,15,1,33,0,3,1,5.0,4.0,0.0,3.0,1.5,0.75,3.3665016461207404,2.0660393313096725,3.0,1.5,4.0,15.0,7.0,5.0,1,-8.0,3.0,21.0,Reorder soon,2.0,1378.0
2999467,2017-08-15,19,SCHOOL AND OFFICE SUPPLIES,14.0,2,Guaranda,Bolivar,C,15,1158.0,47.57,1,2017,8,15,1,33,0,3,1,14.0,6.0,0.0,7.714285714285714,3.928571428571429,1.9642857142857144,4.423960733486317,3.976618169184957,7.714285714285714,3.928571428571429,4.0,39.0,19.0,5.055555555555555,1,-20.0,7.714285714285714,54.0,Reorder soon,1.9444444444444446,3478.0
2999302,2017-08-15,14,SCHOOL AND OFFICE SUPPLIES,4.0,3,Riobamba,Chimborazo,C,7,1241.0,47.57,1,2017,8,15,1,33,0,3,1,7.0,0.0,0.0,6.285714285714286,3.2142857142857144,1.7142857142857142,4.19182878603463,3.3539047763282213,6.285714285714286,3.2142857142857144,4.0,32.0,15.0,5.090909090909091,1,-17.0,6.285714285714286,44.0,Reorder soon,1.9090909090909092,3598.0
2999401,2017-08-15,17,SCHOOL AND OFFICE SUPPLIES,57.0,6,Quito,Pichincha,C,12,1504.0,47.57,1,2017,8,15,1,33,0,3,1,35.0,0.0,0.0,17.857142857142858,9.142857142857142,4.607142857142857,18.827538088560345,11.81756158878649,17.857142857142858,9.142857142857142,4.0,91.0,44.0,5.096,1,-47.0,17.857142857142858,125.0,Reorder soon,1.904,3609.0
